./Raboty/Kursovoy_OEVM/70a.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 70.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/04.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 4.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/47.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 47.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/76.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 76.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/42.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 42.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Laby_OEVM/1-07.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №1. Вариант 7.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/2-06.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №2. Вариант 6.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/2-13.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №2. Вариант 13.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/3-07.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №3. Вариант 7.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/3-09.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №3. Вариант 9.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/3-12.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №3. Вариант 12.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/4-04.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №4. Вариант 4.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/2-10.zip,Zip + MS Word,Лабораторная работа,Лабораторная работа по Организации ЭВМ №2. Вариант 10.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/1-02.tar.gz,Tar + GZip + PDF,Лабораторная работа,Лабораторная работа по Организации ЭВМ №1. Вариант 2.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/2-07.tar.gz,Tar + GZip + PDF,Лабораторная работа,Лабораторная работа по Организации ЭВМ №2. Вариант 7.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/3-02.tar.gz,Tar + GZip + PDF,Лабораторная работа,Лабораторная работа по Организации ЭВМ №3. Вариант 2.,"лабы, оэвм",2997k
./Raboty/Laby_OEVM/4-01.tar.gz,Tar + GZip + PDF,Лабораторная работа,Лабораторная работа по Организации ЭВМ №4. Вариант 1.,"лабы, оэвм",2997k
./Raboty/Laby_OTU/1.rar,RAR2 + MS Word,Лабораторная работа,Лабораторная работа по ОТУ №1.,"лабы, оту, тау",663k
./Raboty/Laby_OTU/3.rar,RAR2 + MS Word,Лабораторная работа,Лабораторная работа по ОТУ №3.,"лабы, оту, тау",663k
./Raboty/Laby_OTU/5.rar,RAR2 + MS Word,Лабораторная работа,Лабораторная работа по ОТУ №5.,"лабы, оту, тау",663k
./[Obrazovatelniy_standart_IVT].pdf,PDF,Стандарт,Государственный образовательный стандарт высшего профессионального образования. Направление подготовки дипломированного специалиста 654600 — Информатика и вычислительная техника.,"программа, требования",541k
